,Precipitation,Temperature
January,138.2,-2.8
February,110.9,-3.3
March,151.2,-1.0
April,105.2,2.8
May,171.6,7.2
June,201.7,10.7
July,230.8,12.5
August,202.8,12.8
September,175.6,8.8
October,130.2,5.9
November,126.3,1.6
December,144.7,-1.8
