month,maxTemp,minTemp,meanTemp,rainfall
1,20.7,16.2,,97.0
2,21.8,17.3,,54.0
3,24.5,19.4,,70.0
4,28.8,22.7,,89.0
5,32.8,25.5,,166.0
6,34.8,27.5,,117.0
7,34.3,27.1,,129.0
8,33.3,26.3,,228.0
9,31.1,25.0,,504.0
10,28.1,22.8,,742.0
11,25.3,20.2,,274.0
12,21.6,17.1,,181.0
