,glp_hPa,slp_hPa,precip-accum_mm,precip-hourmax_mm,precip-10minmax_mm,temp_C,temp-max_C,temp-min_C,rh_percent,rh-min_percent,wspd_ms,wspd-max_ms,wdir-max_deg,wspd-max-inst_ms,wdir-max-inst_deg,sunlit_h,snowfall-accum_cm,snowdepth-accum_cm,WeaCon-day6-18_x,WeaCon-night18-n6_x
2007-09-30,1006.3,1010.5,0.0,0.0,0.0,22.4,24.4,20.7,75,63,4.4,6.3,67.5,11.0,67.5,,,,,
2007-10-01,1007.9,1012.1,,,,23.5,27.0,21.2,65,53,3.7,6.0,67.5,9.9,45.0,2.1,,,,
2007-10-02,1006.9,1011.1,,,,25.4,28.7,22.3,63,52,2.8,4.2,67.5,8.7,45.0,7.0,,,,
2007-10-03,1006.8,1011.0,6.0,4.0,4.0,27.2,32.2,23.4,68,49,,6.2,67.5,11.1,67.5,5.9,,,,
2007-10-04,1004.8,1009.0,42.0,26.0,6.5,27.2,30.1,25.5,81,68,3.9,7.5,112.5,14.7,135.0,0.6,,,,
2007-10-05,996.6,1000.7,57.5,23.5,8.0,27.3,29.8,25.3,81,69,8.0,14.9,112.5,29.0,112.5,,,,,
2007-10-06,988.6,992.7,50.0,12.0,3.0,27.1,31.1,23.8,75,59,8.4,14.4,112.5,27.3,112.5,3.0,,,,
2007-10-07,1001.1,1005.2,,,,28.4,32.9,26.0,69,51,4.3,8.0,225.0,17.7,247.5,10.4,,,,
2007-10-08,1004.1,1008.2,,,,27.5,30.9,25.1,74,62,3.3,5.8,180.0,12.2,180.0,8.4,,,,
2007-10-09,1005.1,1009.3,5.0,4.0,2.5,26.3,28.2,24.4,80,73,4.3,6.3,225.0,15.2,225.0,0.1,,,,
2007-10-10,1007.9,1012.1,55.0,31.0,8.5,24.8,27.4,23.0,84,70,2.8,5.5,67.5,9.6,45.0,,,,,
2007-10-11,1007.3,1011.5,58.0,13.5,5.5,22.1,23.3,20.0,81,60,3.2,10.1,0.0,20.3,0.0,,,,,
2007-10-12,1012.1,1016.3,,,,23.9,27.1,19.7,66,48,2.1,3.9,67.5,7.1,90.0,0.9,,,,
2007-10-13,1012.4,1016.5,,,,25.8,29.8,22.3,74,60,2.3,4.8,225.0,10.7,225.0,5.6,,,,
2007-10-14,1010.8,1014.9,,,,27.5,31.7,24.8,72,54,3.8,6.8,225.0,14.4,247.5,6.3,,,,
2007-10-15,1009.6,1013.8,,,,28.3,32.0,26.1,71,55,6.0,8.9,225.0,18.7,225.0,10.3,,,,
2007-10-16,1008.1,1012.3,,,,29.0,32.7,26.5,69,55,6.1,8.6,202.5,18.6,247.5,9.1,,,,
2007-10-17,1010.6,1014.8,0.0,0.0,0.0,25.1,28.7,20.9,73,62,4.9,8.7,67.5,14.8,90.0,,,,,
2007-10-18,1015.8,1020.1,0.0,0.0,0.0,24.4,27.6,20.1,72,61,3.2,5.3,337.5,8.6,337.5,0.2,,,,
2007-10-19,1015.4,1019.6,,,,27.3,31.3,24.0,64,48,2.8,5.4,180.0,10.3,202.5,10.4,,,,
2007-10-20,1014.5,1018.7,,,,27.4,31.5,24.1,68,47,3.4,6.0,225.0,14.0,225.0,9.9,,,,
2007-10-21,1012.9,1017.0,,,,27.6,32.3,24.0,67,46,2.6,4.9,225.0,9.6,247.5,8.2,,,,
2007-10-22,1014.8,1019.0,0.0,0.0,0.0,23.7,26.0,21.5,73,65,4.7,8.2,45.0,12.9,90.0,,,,,
2007-10-23,1013.6,1017.8,0.0,0.0,0.0,22.4,24.1,20.8,69,63,4.0,5.5,22.5,10.6,22.5,0.1,,,,
2007-10-24,1006.7,1010.8,1.0,1.0,0.5,24.9,29.3,20.3,58,25,2.8,7.5,337.5,15.2,0.0,7.8,,,,
2007-10-25,1012.6,1016.8,,,,23.2,25.8,21.2,51,36,3.4,6.4,90.0,12.7,135.0,4.6,,,,
2007-10-26,1012.7,1017.0,0.0,0.0,0.0,23.6,25.9,20.9,69,59,3.0,5.6,225.0,11.7,225.0,1.1,,,,
2007-10-27,1006.5,1010.6,,0.0,,26.7,32.1,23.0,66,48,3.9,10.2,67.5,16.6,45.0,9.3,,,,
2007-10-28,1017.1,1021.4,3.5,1.5,0.5,18.4,23.4,15.9,74,60,4.0,8.9,67.5,13.5,67.5,,,,,
2007-10-29,1015.2,1019.5,41.5,7.5,2.0,16.8,18.7,15.7,84,69,3.8,7.1,337.5,13.2,315.0,,,,,
