,glp_hPa,slp_hPa,precip-accum_mm,precip-hourmax_mm,precip-10minmax_mm,temp_C,temp-max_C,temp-min_C,rh_percent,rh-min_percent,wspd_ms,wspd-max_ms,wdir-max_deg,wspd-max-inst_ms,wdir-max-inst_deg,sunlit_h,snowfall-accum_cm,snowdepth-accum_cm,WeaCon-day6-18_x,WeaCon-night18-n6_x
2008-07-31,1008.3,1012.6,,,,21.8,25.5,18.6,71,56.0,2.7,5.4,135.0,8.5,135.0,7.8,,,,
2008-08-01,1008.3,1012.5,,,,23.7,26.9,21.1,70,59.0,3.1,5.9,180.0,10.4,202.5,8.3,,,,
2008-08-02,1007.2,1011.3,0.0,0.0,0.0,24.3,27.3,22.1,75,59.0,5.0,7.9,180.0,13.9,180.0,1.4,,,,
2008-08-03,1003.5,1007.6,16.0,7.5,2.5,26.5,31.6,23.1,77,59.0,3.7,7.1,180.0,11.8,180.0,8.7,,,,
2008-08-04,1004.5,1008.7,,,,27.5,31.4,24.9,72,55.0,2.3,4.8,157.5,6.6,180.0,8.0,,,,
2008-08-05,1006.1,1010.2,0.0,0.0,0.0,27.0,30.7,24.7,76,59.0,2.5,5.4,157.5,8.2,135.0,4.2,,,,
2008-08-06,1008.4,1012.6,15.0,9.5,4.0,25.1,26.9,24.0,81,64.0,2.1,3.8,225.0,6.5,225.0,0.0,,,,
2008-08-07,1008.1,1012.3,1.0,1.0,1.0,24.1,26.5,22.8,80,67.0,3.0,6.7,157.5,10.6,157.5,0.3,,,,
2008-08-08,1007.9,1012.1,,,,24.3,26.1,22.7,68,55.0,2.5,4.5,135.0,6.0,157.5,1.2,,,,
2008-08-09,1005.6,1009.8,,,,24.6,27.8,22.1,70,55.0,2.3,4.5,180.0,7.5,180.0,2.5,,,,
2008-08-10,1001.9,1006.1,0.0,0.0,0.0,26.0,29.4,23.5,71,61.0,3.1,6.3,180.0,10.2,157.5,5.5,,,,
2008-08-11,1000.7,1004.8,3.0,3.0,3.0,28.0,33.8,24.1,67,47.0,,,202.5,,180.0,10.6,,,,
2008-08-12,1004.3,1008.4,0.0,0.0,0.0,28.5,32.7,25.0,65,48.0,2.4,5.2,135.0,7.4,135.0,9.6,,,,
2008-08-13,1004.5,1008.6,0.0,0.0,0.0,28.9,32.7,26.2,69,53.0,1.9,4.4,157.5,7.5,180.0,4.7,,,,
2008-08-14,1005.3,1009.4,,,,27.8,31.4,24.8,66,54.0,3.4,7.0,135.0,10.5,157.5,4.6,,,,
2008-08-15,1003.3,1007.5,1.0,0.5,0.5,27.3,31.7,23.5,74,60.0,2.6,6.8,157.5,10.4,157.5,6.3,,,,
2008-08-16,1002.6,1006.7,,,,27.9,31.7,25.3,74,57.0,2.4,5.5,157.5,8.7,202.5,5.1,,,,
2008-08-17,1001.4,1005.5,0.5,0.5,0.5,28.7,32.1,27.1,75,62.0,2.4,5.7,157.5,8.4,180.0,1.4,,,,
2008-08-18,1003.4,1007.5,0.0,0.0,0.0,29.1,33.8,26.0,63,43.0,2.4,6.3,90.0,10.3,90.0,8.3,,,,
2008-08-19,1005.4,1009.5,,,,27.0,32.1,24.2,68,50.0,3.0,6.4,157.5,10.0,157.5,8.6,,,,
2008-08-20,1005.0,1009.1,,,,27.0,30.3,24.6,72,58.0,3.1,5.0,157.5,8.5,180.0,1.6,,,,
2008-08-21,1004.4,1008.5,,,,28.4,32.4,25.6,72,58.0,,,157.5,,157.5,8.1,,,,
2008-08-22,1004.5,1008.6,,,,28.9,32.4,26.8,73,58.0,4.2,7.6,180.0,12.6,157.5,6.9,,,,
2008-08-23,1002.6,1006.7,0.0,0.0,0.0,29.1,33.1,27.1,72,55.0,3.3,6.9,157.5,11.4,157.5,6.4,,,,
2008-08-24,1001.1,1005.2,0.0,0.0,0.0,29.4,34.5,25.4,71,56.0,3.2,6.9,157.5,11.6,45.0,10.6,,,,
2008-08-25,1005.3,1009.5,0.0,0.0,0.0,27.9,31.7,24.6,74,60.0,2.1,4.2,67.5,8.2,157.5,3.1,,,,
2008-08-26,1007.8,1012.0,0.0,0.0,0.0,27.6,32.9,24.7,74,58.0,2.2,6.8,337.5,12.4,337.5,1.6,,,,
2008-08-27,1005.3,1009.5,0.0,0.0,0.0,29.3,33.4,25.1,59,34.0,1.8,4.2,315.0,7.1,22.5,4.8,,,,
2008-08-28,1004.0,1008.1,11.5,11.5,4.5,28.5,33.0,24.4,63,42.0,2.7,6.3,157.5,9.8,135.0,7.4,,,,
2008-08-29,1006.9,1011.0,0.0,0.0,0.0,26.4,31.6,23.7,65,44.0,2.7,5.0,90.0,9.8,90.0,5.5,,,,
2008-08-30,1010.2,1014.3,,,,26.2,30.7,22.9,66,,2.7,5.6,157.5,9.2,157.5,5.3,,,,
