,glp_hPa,slp_hPa,precip-accum_mm,precip-hourmax_mm,precip-10minmax_mm,temp_C,temp-max_C,temp-min_C,rh_percent,rh-min_percent,wspd_ms,wspd-max_ms,wdir-max_deg,wspd-max-inst_ms,wdir-max-inst_deg,sunlit_h,snowfall-accum_cm,snowdepth-accum_cm,WeaCon-day6-18_x,WeaCon-night18-n6_x
1984-01-31,1012.2,1016.6,,,,5.4,10.1,0.9,46,24,2.3,5.8,337.5,8.8,337.5,8.5,,,,
1984-02-01,1015.1,1019.6,,,,4.4,8.9,0.3,54,40,2.4,4.2,0.0,6.5,337.5,7.0,,,,
1984-02-02,1009.1,1013.5,4.0,3.0,1.0,4.2,7.7,0.9,71,56,2.8,4.2,337.5,6.6,0.0,4.1,,,,
1984-02-03,1004.0,1008.3,1.5,1.5,0.5,6.3,10.9,1.5,57,34,4.6,8.3,337.5,15.6,337.5,6.5,0.0,,,
1984-02-04,1008.5,1012.9,,,,4.4,7.6,1.9,43,28,3.6,8.2,337.5,13.5,337.5,8.6,,,,
1984-02-05,1013.8,1018.3,,,,5.1,9.3,1.3,35,18,3.5,7.9,337.5,15.4,337.5,8.7,,,,
1984-02-06,1010.1,1014.5,,,,4.3,8.7,0.2,43,28,3.8,6.4,0.0,10.9,0.0,8.5,,,,
1984-02-07,1008.7,1013.1,,,,3.6,7.1,-0.2,39,27,2.7,6.5,0.0,10.1,0.0,8.3,,,,
1984-02-08,1003.7,1008.1,,,,4.5,9.7,-0.9,51,30,2.1,4.6,337.5,7.0,337.5,7.9,,,,
1984-02-09,1002.7,1007.1,,,,6.8,11.4,-0.2,49,38,3.3,7.5,225.0,13.4,225.0,8.8,,,,
1984-02-10,1004.0,1008.4,,,,5.3,9.0,3.1,41,24,5.8,9.3,337.5,16.7,337.5,5.8,,,,
1984-02-11,1010.0,1014.4,,,,4.1,7.6,1.3,32,25,4.7,9.2,337.5,14.3,337.5,7.1,,,,
1984-02-12,1009.4,1013.9,,,,4.4,8.7,-1.1,41,28,2.5,4.6,0.0,8.8,22.5,8.5,,,,
1984-02-13,1011.2,1015.6,,,,5.5,9.5,1.6,56,36,2.8,4.6,337.5,7.4,0.0,8.1,,,,
1984-02-14,1005.9,1010.2,1.0,1.0,0.5,7.4,14.6,0.7,55,27,2.9,6.9,225.0,14.6,225.0,6.1,,,,
1984-02-15,1003.6,1008.1,0.0,0.5,0.0,3.5,7.2,0.7,36,22,6.7,11.5,337.5,20.7,0.0,5.1,,,,
1984-02-16,1007.4,1011.8,,,,2.9,7.4,-0.3,34,20,3.7,8.4,337.5,14.5,337.5,8.6,,,,
1984-02-17,1011.6,1016.0,,,,4.0,7.2,0.6,31,22,3.5,6.4,315.0,12.9,337.5,8.7,,,,
1984-02-18,1009.3,1013.8,9.5,2.0,0.5,0.2,2.9,-0.7,80,45,4.8,7.6,337.5,12.1,0.0,,26.0,22.0,,
1984-02-19,1013.7,1018.2,,,,0.6,2.9,-2.0,55,36,3.3,6.0,337.5,10.3,0.0,8.9,,19.0,,
1984-02-20,1016.1,1020.7,3.5,1.0,0.5,-0.6,0.7,-2.5,76,59,4.0,6.6,337.5,10.4,337.5,,5.0,12.0,,
1984-02-21,1007.9,1012.3,11.0,2.0,0.5,2.4,4.7,0.3,87,72,4.9,8.2,337.5,15.9,337.5,0.5,9.0,18.0,,
1984-02-22,1011.2,1015.6,,,,4.4,8.3,0.2,60,37,4.8,8.9,337.5,13.9,337.5,7.3,,10.0,,
1984-02-23,1015.4,1019.9,,,,3.4,6.5,0.8,48,34,3.4,5.8,0.0,9.4,337.5,7.7,,4.0,,
1984-02-24,1011.0,1015.4,,,,2.4,6.1,-1.5,49,33,2.6,4.6,337.5,7.3,337.5,6.0,,2.0,,
1984-02-25,1007.7,1012.1,,,,2.7,6.7,-0.3,48,22,3.4,6.7,0.0,10.7,337.5,8.7,,,,
1984-02-26,1010.5,1014.9,,,,4.1,8.4,-1.3,34,20,3.5,7.4,337.5,14.0,337.5,9.2,,,,
1984-02-27,1011.4,1015.9,,,,3.4,6.9,0.0,47,28,2.6,6.1,337.5,10.9,337.5,8.9,,,,
1984-02-28,1015.6,1020.1,0.0,0.0,0.0,2.7,6.2,0.5,43,24,6.5,9.5,337.5,17.7,337.5,9.6,0.0,,,
1984-02-29,1023.2,1027.8,,,,2.9,5.9,-0.8,44,29,2.5,4.8,0.0,7.7,0.0,7.1,,,,
1984-03-01,1015.6,1020.2,19.5,4.0,1.0,1.1,3.5,-0.1,84,47,5.7,10.3,0.0,18.3,337.5,,17.0,16.0,,
