,glp_hPa,slp_hPa,precip-accum_mm,precip-hourmax_mm,precip-10minmax_mm,temp_C,temp-max_C,temp-min_C,rh_percent,rh-min_percent,wspd_ms,wspd-max_ms,wdir-max_deg,wspd-max-inst_ms,wdir-max-inst_deg,sunlit_h,snowfall-accum_cm,snowdepth-accum_cm,WeaCon-day6-18_x,WeaCon-night18-n6_x
2003-01-31,1011.4,1015.9,0.0,0.0,0.0,5.1,6.5,4.1,51,38,3.1,5.8,45.0,8.8,22.5,2.0,0.0,,,
2003-02-01,1018.0,1022.5,0.0,0.0,0.0,3.4,6.5,1.0,49,27,4.6,8.9,0.0,17.7,315.0,8.8,0.0,,,
2003-02-02,1019.6,1024.2,16.5,8.0,2.0,0.5,1.8,-0.6,65,39,-999.0,4.9,337.5,7.9,315.0,,0.0,,,
2003-02-03,999.8,1004.2,6.0,6.5,1.5,6.2,13.6,0.7,55,23,-999.0,7.8,225.0,16.6,247.5,8.8,,,,
2003-02-04,1003.3,1007.8,,,,4.2,9.7,0.7,29,14,3.9,8.6,225.0,15.0,247.5,6.7,,,,
2003-02-05,1016.4,1020.8,,,,4.2,8.5,0.5,29,13,2.9,5.4,315.0,13.1,315.0,9.1,,,,
2003-02-06,1018.0,1022.4,,,,4.7,8.2,1.6,37,25,2.3,4.4,337.5,8.3,315.0,3.5,,,,
2003-02-07,1020.9,1025.4,,,,5.5,8.9,2.2,44,26,2.7,6.0,337.5,9.4,315.0,8.4,,,,
2003-02-08,1016.4,1020.8,,,,5.3,8.7,1.5,53,42,2.6,4.7,0.0,8.0,0.0,7.1,,,,
2003-02-09,1009.2,1013.6,,,,7.9,13.3,1.8,47,29,2.3,4.2,0.0,7.3,337.5,8.0,,,,
2003-02-10,1009.0,1013.4,,,,7.7,11.1,5.5,38,22,3.3,5.7,0.0,11.2,337.5,7.7,,,,
2003-02-11,1011.5,1015.9,,,,7.6,12.6,1.8,40,27,2.1,4.3,0.0,7.4,337.5,9.0,,,,
2003-02-12,1011.8,1016.2,,,,7.7,11.7,3.9,46,37,2.0,4.4,337.5,7.3,315.0,6.0,,,,
2003-02-13,1003.9,1008.2,,,,8.9,13.8,3.4,49,32,2.6,7.9,315.0,16.6,315.0,8.8,,,,
2003-02-14,1014.5,1019.0,,,,3.9,6.9,1.0,32,17,5.3,9.6,337.5,21.7,0.0,8.8,,,,
2003-02-15,1021.7,1026.2,,,,3.7,8.0,-0.8,42,33,2.1,5.1,337.5,8.8,225.0,6.5,,,,
2003-02-16,1014.5,1019.0,,,,7.0,13.6,0.6,41,21,1.4,3.2,292.5,5.6,315.0,9.2,,,,
2003-02-17,1014.6,1019.0,,,,7.3,10.5,5.5,55,45,2.9,5.0,67.5,9.6,67.5,6.3,,,,
2003-02-18,1009.3,1013.7,10.5,4.0,1.0,5.1,7.2,3.2,69,49,3.0,7.1,22.5,11.7,45.0,,,,,
2003-02-19,1003.0,1007.4,1.0,1.0,0.5,6.5,10.2,3.3,63,38,2.6,4.7,112.5,8.4,0.0,7.7,,,,
2003-02-20,1004.2,1008.6,0.0,0.0,0.0,5.2,9.0,2.6,50,27,4.5,7.1,337.5,16.0,315.0,8.7,0.0,,,
2003-02-21,1009.9,1014.4,,,,5.8,8.7,1.8,32,19,2.8,5.3,337.5,8.9,0.0,5.3,,,,
2003-02-22,995.7,1000.1,20.0,4.5,1.5,3.7,7.4,1.3,68,36,3.9,8.0,0.0,17.5,337.5,,0.0,0.0,,
2003-02-23,1001.9,1006.3,,,,5.6,9.0,2.4,41,24,5.0,8.7,337.5,16.5,292.5,8.2,,,,
2003-02-24,1016.1,1020.6,,,,5.1,9.6,1.7,35,22,4.4,8.1,337.5,16.6,315.0,9.9,,,,
2003-02-25,1021.7,1026.2,0.5,0.5,0.5,5.6,8.4,2.9,45,28,2.7,4.5,90.0,8.1,0.0,8.7,,,,
2003-02-26,1008.9,1013.4,46.5,13.5,4.0,3.8,5.6,2.4,86,71,2.9,4.5,337.5,9.8,0.0,,,,,
2003-02-27,994.1,998.4,,,,8.6,13.2,4.5,51,16,2.4,5.6,337.5,10.1,337.5,8.4,,,,
2003-02-28,997.5,1001.9,,,,4.2,8.8,0.6,24,10,5.6,8.7,270.0,19.4,292.5,6.9,,,,
2003-03-01,1009.8,1014.2,,,,3.9,8.6,-0.1,29,16,3.4,6.2,247.5,12.2,225.0,9.7,,,,
2003-03-02,1011.6,1016.0,,,,5.2,10.0,-0.1,36,21,2.3,6.0,0.0,10.8,0.0,9.8,,,,
