,glp_hPa,slp_hPa,precip-accum_mm,precip-hourmax_mm,precip-10minmax_mm,temp_C,temp-max_C,temp-min_C,rh_percent,rh-min_percent,wspd_ms,wspd-max_ms,wdir-max_deg,wspd-max-inst_ms,wdir-max-inst_deg,sunlit_h,snowfall-accum_cm,snowdepth-accum_cm,WeaCon-day6-18_x,WeaCon-night18-n6_x
1992-05-31,1000.3,1004.6,,,,14.5,18.7,9.4,45,26,4.2,9.8,337.5,16.1,337.5,8.6,,,,
1992-06-01,1004.1,1008.3,,,,16.2,20.5,12.1,45,30,3.2,6.3,180.0,12.2,180.0,9.9,,,,
1992-06-02,1004.0,1008.3,0.0,0.0,0.0,17.7,22.9,13.7,48,22,4.6,7.5,180.0,13.5,180.0,8.9,,,,
1992-06-03,1007.3,1011.5,,,,17.9,21.7,13.8,28,18,7.9,12.6,337.5,22.5,337.5,12.2,,,,
1992-06-04,1013.5,1017.8,,,,15.8,20.9,11.6,28,19,5.8,11.1,337.5,20.5,337.5,10.5,,,,
1992-06-05,1018.2,1022.5,,,,13.2,17.4,10.5,47,30,4.3,6.6,337.5,12.1,0.0,11.8,,,,
1992-06-06,1013.8,1018.1,0.0,0.0,0.0,13.6,16.5,10.6,71,58,3.3,6.2,225.0,13.3,225.0,,,,,
1992-06-07,1002.2,1006.4,,0.0,,21.6,26.3,14.3,66,47,6.7,11.9,225.0,24.6,225.0,7.0,,,,
1992-06-08,1003.6,1007.7,13.0,5.5,1.5,20.9,21.5,20.1,86,78,5.0,7.3,202.5,16.5,202.5,,,,,
1992-06-09,1013.4,1017.7,24.5,7.5,2.0,13.2,20.6,10.4,77,63,4.9,8.2,67.5,17.3,45.0,0.1,,,,
1992-06-10,1023.8,1028.2,,,,13.7,17.6,10.0,41,20,4.1,6.7,22.5,11.1,22.5,12.5,,,,
1992-06-11,1023.4,1027.8,,,,15.2,19.4,9.3,52,37,3.0,5.5,180.0,9.0,180.0,11.9,,,,
1992-06-12,1020.5,1024.8,1.5,1.0,0.5,16.6,19.4,13.7,71,47,2.3,5.3,180.0,8.7,180.0,0.6,,,,
1992-06-13,1010.2,1014.4,1.0,1.0,0.5,20.1,24.2,15.9,80,66,4.1,8.0,225.0,16.2,225.0,1.4,,,,
1992-06-14,1010.9,1015.1,2.5,1.5,0.5,18.6,21.6,14.2,68,50,3.3,6.2,67.5,10.0,135.0,0.5,,,,
1992-06-15,1004.2,1008.5,8.0,2.5,1.5,14.5,16.0,13.4,89,84,2.8,4.5,90.0,6.6,112.5,,,,,
1992-06-16,1004.7,1008.9,0.0,0.0,0.0,17.7,21.7,13.0,74,57,2.7,6.4,112.5,11.7,112.5,4.8,,,,
1992-06-17,1001.3,1005.5,15.5,5.0,1.5,15.7,17.2,14.7,87,81,2.4,5.4,0.0,8.2,0.0,,,,,
1992-06-18,1001.7,1005.8,0.0,0.0,0.0,19.6,24.5,15.6,64,33,2.8,5.4,202.5,10.1,202.5,6.3,,,,
1992-06-19,1002.0,1006.2,10.0,9.0,2.5,19.5,21.8,16.5,69,49,2.7,5.9,22.5,11.1,337.5,2.2,,,,
1992-06-20,1000.2,1004.4,0.0,0.0,0.0,20.3,25.3,15.2,62,32,3.1,6.8,180.0,12.0,225.0,11.7,,,,
1992-06-21,999.3,1003.5,4.0,3.5,1.5,21.0,27.8,17.0,64,35,3.2,9.0,180.0,16.2,180.0,7.8,,,,
1992-06-22,999.9,1004.1,1.5,1.5,0.5,20.1,25.5,15.3,66,45,4.0,9.3,225.0,17.8,225.0,9.8,,,,
1992-06-23,998.8,1002.9,6.5,6.0,4.0,20.0,22.7,17.1,71,56,4.7,9.0,180.0,19.1,202.5,2.5,,,,
1992-06-24,998.8,1003.0,0.0,0.0,0.0,18.0,21.9,14.4,68,46,3.8,7.9,67.5,13.2,67.5,2.5,,,,
1992-06-25,1004.1,1008.3,3.0,2.0,1.0,16.4,19.5,13.4,67,47,2.9,5.4,337.5,9.0,112.5,2.6,,,,
1992-06-26,1005.5,1009.6,,,,18.0,22.3,14.6,67,44,2.9,6.1,180.0,11.6,337.5,5.3,,,,
1992-06-27,1001.7,1005.9,0.0,0.0,0.0,17.1,20.5,14.9,69,53,3.9,7.8,0.0,14.2,0.0,2.2,,,,
1992-06-28,1001.8,1006.0,,,,19.1,24.0,15.3,52,33,4.1,8.1,337.5,13.4,337.5,8.7,,,,
1992-06-29,1003.7,1007.9,42.0,14.5,5.0,16.5,18.4,14.4,79,50,3.3,6.9,90.0,12.2,90.0,0.1,,,,
1992-06-30,1004.4,1008.6,1.0,1.0,0.5,15.2,17.3,13.8,84,75,4.1,6.3,0.0,10.1,0.0,,,,,
