,glp_hPa,slp_hPa,precip-accum_mm,precip-hourmax_mm,precip-10minmax_mm,temp_C,temp-max_C,temp-min_C,rh_percent,rh-min_percent,wspd_ms,wspd-max_ms,wdir-max_deg,wspd-max-inst_ms,wdir-max-inst_deg,sunlit_h,snowfall-accum_cm,snowdepth-accum_cm,WeaCon-day6-18_x,WeaCon-night18-n6_x
2002-04-30,1009.4,1013.7,,,,15.3,19.2,10.7,57,37,3.0,6.4,180.0,11.2,180.0,11.4,,,,
2002-05-01,1005.7,1009.8,,,,19.2,26.1,12.5,51,19,2.4,4.4,180.0,8.2,180.0,9.8,,,,
2002-05-02,999.2,1003.4,,,,18.1,22.5,13.3,64,45,3.0,7.9,0.0,15.9,0.0,8.6,,,,
2002-05-03,1002.0,1006.2,0.0,0.0,0.0,15.4,19.0,11.0,28,14,7.5,11.1,315.0,25.0,337.5,10.8,,,,
2002-05-04,1010.2,1014.5,,,,14.2,20.1,10.5,29,13,5.3,10.0,315.0,20.3,315.0,12.0,,,,
2002-05-05,1014.8,1019.1,0.0,0.0,0.0,13.9,19.0,9.8,33,13,3.2,5.8,90.0,10.0,112.5,8.5,,,,
2002-05-06,1009.0,1013.2,6.0,1.5,0.5,13.8,20.1,9.1,76,58,2.5,6.2,225.0,13.8,225.0,5.3,,,,
2002-05-07,1002.4,1006.6,0.0,0.0,0.0,19.0,24.2,14.8,69,57,2.4,4.5,225.0,8.9,225.0,5.5,,,,
2002-05-08,1002.5,1006.7,0.0,0.0,0.0,17.2,22.2,11.3,76,64,3.3,7.6,45.0,12.2,112.5,,,,,
2002-05-09,1012.0,1016.3,0.0,0.0,0.0,12.7,14.6,11.4,64,50,3.6,5.9,67.5,9.2,90.0,0.1,,,,
2002-05-10,1013.9,1018.2,0.5,0.5,0.5,14.2,17.4,11.6,59,39,2.7,4.5,45.0,8.6,202.5,1.8,,,,
2002-05-11,1006.5,1010.8,16.0,3.0,1.0,13.5,16.8,11.8,70,36,3.6,7.4,315.0,14.7,292.5,,,,,
2002-05-12,1008.5,1012.8,0.0,0.0,0.0,14.1,17.8,10.6,54,44,2.8,6.3,180.0,12.6,157.5,7.9,,,,
2002-05-13,1013.8,1018.1,,,,15.9,21.0,10.5,56,31,2.0,4.1,180.0,9.7,180.0,10.0,,,,
2002-05-14,1015.6,1019.8,,,,20.7,28.0,13.6,52,19,3.9,8.7,225.0,20.9,225.0,8.3,,,,
2002-05-15,1012.1,1016.3,0.0,0.0,0.0,21.6,25.1,20.3,58,46,6.9,9.5,225.0,21.6,225.0,1.4,,,,
2002-05-16,1002.6,1006.7,0.0,0.0,0.0,21.3,23.8,16.9,67,53,6.6,11.1,225.0,24.1,225.0,0.3,,,,
2002-05-17,1008.5,1012.7,0.0,0.0,0.0,16.3,19.8,13.1,50,33,3.5,5.8,45.0,9.5,112.5,3.9,,,,
2002-05-18,1019.2,1023.5,,,,15.9,19.9,12.7,40,24,2.9,5.6,337.5,10.0,112.5,6.9,,,,
2002-05-19,1019.9,1024.2,,,,17.1,20.5,14.4,52,31,2.3,3.9,180.0,8.8,112.5,2.2,,,,
2002-05-20,1016.0,1020.3,27.5,6.0,2.0,15.4,16.9,13.3,78,61,3.1,6.5,0.0,10.1,337.5,,,,,
2002-05-21,1016.6,1020.9,3.5,2.5,1.0,16.3,20.2,13.3,73,50,4.8,7.4,45.0,12.1,45.0,0.1,,,,
2002-05-22,1018.6,1022.9,,,,16.2,20.8,13.4,63,40,4.0,5.8,90.0,10.0,90.0,5.7,,,,
2002-05-23,1010.2,1014.4,,,,18.1,23.2,12.9,61,45,2.4,4.9,337.5,7.4,247.5,8.8,,,,
2002-05-24,1009.7,1013.9,2.5,1.0,0.5,15.9,18.8,11.6,71,44,3.7,6.0,67.5,11.7,90.0,,,,,
2002-05-25,1019.0,1023.4,0.0,0.0,0.0,12.5,15.0,11.2,58,46,5.2,7.5,45.0,12.6,67.5,,,,,
2002-05-26,1021.5,1025.8,,,,12.7,17.6,10.0,47,30,4.5,7.2,90.0,12.6,112.5,11.2,,,,
2002-05-27,1020.3,1024.6,,,,13.4,18.0,9.6,46,27,3.3,5.8,90.0,9.5,90.0,11.3,,,,
2002-05-28,1018.0,1022.3,,,,15.9,20.5,10.0,47,19,2.4,4.6,202.5,10.2,202.5,12.4,,,,
2002-05-29,1009.9,1014.1,2.0,1.0,0.5,18.3,19.9,17.2,69,58,5.3,7.7,225.0,17.9,180.0,,,,,
