,glp_hPa,slp_hPa,precip-accum_mm,precip-hourmax_mm,precip-10minmax_mm,temp_C,temp-max_C,temp-min_C,rh_percent,rh-min_percent,wspd_ms,wspd-max_ms,wdir-max_deg,wspd-max-inst_ms,wdir-max-inst_deg,sunlit_h,snowfall-accum_cm,snowdepth-accum_cm,WeaCon-day6-18_x,WeaCon-night18-n6_x
1999-10-31,1015.6,1019.7,,,,23.9,26.3,21.8,67,50,3.8,6.6,90.0,10.2,67.5,1.7,,,,
1999-11-01,1008.6,1012.7,,,,25.2,29.2,21.7,68,54,3.8,7.5,225.0,16.5,225.0,7.8,,,,
1999-11-02,1006.6,1010.8,0.0,0.0,0.0,23.6,27.1,19.7,56,32,5.2,9.2,337.5,16.8,315.0,1.9,,,,
1999-11-03,1017.3,1021.5,,,,20.2,22.9,18.3,50,37,4.0,6.9,45.0,10.6,22.5,4.4,,,,
1999-11-04,1016.1,1020.3,0.0,0.0,0.0,19.0,20.9,17.1,60,44,2.9,4.5,0.0,7.9,0.0,,,,,
1999-11-05,1013.3,1017.5,,,,21.0,24.8,17.8,65,50,2.8,5.1,90.0,8.8,90.0,5.9,,,,
1999-11-06,1007.2,1011.4,0.0,0.0,0.0,22.7,26.9,19.6,73,59,2.0,4.7,0.0,8.8,247.5,1.9,,,,
1999-11-07,1007.3,1011.4,0.0,0.0,0.0,22.2,24.6,20.6,70,54,3.1,5.1,22.5,9.3,337.5,,,,,
1999-11-08,1015.5,1019.7,,,,19.4,22.2,17.2,56,46,4.1,6.7,67.5,11.1,45.0,6.5,,,,
1999-11-09,1019.8,1024.1,,,,19.2,23.0,15.7,53,38,3.1,5.4,67.5,8.8,67.5,10.1,,,,
1999-11-10,1017.2,1021.4,,,,21.2,26.0,15.8,61,48,2.1,4.5,180.0,8.5,180.0,10.5,,,,
1999-11-11,1015.0,1019.2,,,,24.2,28.9,19.5,60,45,2.0,3.4,112.5,6.3,112.5,9.7,,,,
1999-11-12,1012.3,1016.4,,,,24.2,27.8,21.1,67,49,2.6,4.8,45.0,7.7,202.5,6.6,,,,
1999-11-13,1010.8,1015.0,11.5,6.5,3.0,23.1,29.2,17.9,73,52,3.2,6.8,67.5,14.3,90.0,5.2,,,,
1999-11-14,1011.8,1016.0,1.5,0.5,0.5,17.2,18.7,16.0,82,67,2.6,4.4,0.0,7.1,45.0,,,,,
1999-11-15,1007.1,1011.3,0.0,0.0,0.0,18.8,22.3,16.0,78,63,2.6,5.8,67.5,9.7,67.5,0.3,,,,
1999-11-16,1012.0,1016.3,,,,16.7,17.9,15.5,60,41,3.4,6.1,337.5,12.7,337.5,0.1,,,,
1999-11-17,1018.3,1022.6,,,,15.8,19.1,13.2,56,39,3.5,5.5,45.0,8.9,45.0,7.5,,,,
1999-11-18,1019.8,1024.1,1.0,0.5,0.5,14.4,17.3,11.5,63,49,4.0,6.2,22.5,10.4,45.0,0.6,,,,
1999-11-19,1011.4,1015.7,10.0,3.5,1.5,14.3,17.2,11.5,83,73,3.6,7.1,0.0,13.3,22.5,1.1,,,,
1999-11-20,1013.8,1018.0,,,,18.5,22.6,13.6,56,25,2.6,5.3,337.5,9.6,337.5,10.1,,,,
1999-11-21,1016.4,1020.7,,,,17.2,19.5,14.6,67,59,2.6,4.4,0.0,7.7,337.5,,,,,
1999-11-22,1013.0,1017.2,,,,18.5,24.0,13.7,48,29,4.2,8.1,337.5,14.8,337.5,9.4,,,,
1999-11-23,1015.7,1020.0,,,,15.5,19.7,10.3,42,18,2.6,6.2,0.0,10.2,0.0,9.6,,,,
1999-11-24,1017.7,1022.0,,,,15.5,20.1,10.8,52,29,3.0,4.9,67.5,9.1,90.0,10.2,,,,
1999-11-25,1019.7,1024.0,,,,16.6,21.2,11.1,60,41,2.9,4.7,67.5,8.8,67.5,8.8,,,,
1999-11-26,1004.7,1009.0,60.0,15.5,12.0,16.3,18.7,14.3,84,66,4.4,12.0,22.5,21.9,22.5,,,,,
1999-11-27,997.9,1002.1,3.5,3.5,2.0,21.1,26.6,15.6,50,26,5.4,10.3,292.5,22.8,315.0,9.6,,,,
1999-11-28,1009.4,1013.6,,,,21.1,24.8,17.3,51,29,3.1,7.2,315.0,13.2,180.0,8.9,,,,
1999-11-29,1013.8,1018.0,0.0,0.0,0.0,19.5,23.8,16.1,62,45,3.0,6.0,90.0,11.4,112.5,7.2,,,,
1999-11-30,1017.9,1022.2,0.0,0.0,0.0,17.2,19.1,15.7,64,55,3.3,5.8,0.0,10.4,0.0,2.8,,,,
