,glp_hPa,slp_hPa,precip-accum_mm,precip-hourmax_mm,precip-10minmax_mm,temp_C,temp-max_C,temp-min_C,rh_percent,rh-min_percent,wspd_ms,wspd-max_ms,wdir-max_deg,wspd-max-inst_ms,wdir-max-inst_deg,sunlit_h,snowfall-accum_cm,snowdepth-accum_cm,WeaCon-day6-18_x,WeaCon-night18-n6_x
2017-06-30,995.8,998.6,15.5,11.0,5.5,21.5,26.4,19.3,91,71,2.4,5.4,180.0,9.1,180.0,1.7,,,,
2017-07-01,991.4,994.1,,,,23.0,29.1,18.3,55,21,3.6,8.6,315.0,17.7,315.0,10.6,,,,
2017-07-02,998.6,1001.4,,,,21.4,26.6,16.0,44,31,3.6,6.7,315.0,11.5,315.0,12.1,,,,
2017-07-03,1004.4,1007.2,,,,21.0,26.7,16.7,41,29,3.6,6.2,315.0,12.7,315.0,7.2,,,,
2017-07-04,1011.2,1014.0,3.5,3.0,1.0,19.6,25.6,15.3,60,37,3.1,7.1,157.5,10.9,157.5,9.2,,,,
2017-07-05,1016.7,1019.6,0.0,0.0,0.0,19.6,24.2,15.4,68,52,3.0,5.9,157.5,9.7,157.5,4.4,,,,
2017-07-06,1012.8,1015.6,0.0,0.0,0.0,20.3,22.6,17.9,74,62,4.4,8.6,180.0,13.9,157.5,0.0,,,,
2017-07-07,1003.8,1006.6,0.0,0.0,0.0,22.0,25.8,19.2,76,61,4.1,7.1,202.5,13.7,202.5,4.9,,,,
2017-07-08,1003.9,1006.7,,,,23.1,28.1,20.6,69,48,3.2,6.2,157.5,10.0,157.5,7.0,,,,
2017-07-09,1001.0,1003.7,0.0,0.0,0.0,24.6,30.6,20.0,63,36,3.4,8.8,202.5,15.2,225.0,8.3,,,,
2017-07-10,1003.2,1006.0,0.0,0.0,0.0,21.7,25.3,19.1,55,32,3.0,6.7,157.5,10.9,135.0,3.7,,,,
2017-07-11,1007.5,1010.3,0.0,0.0,0.0,20.5,26.3,16.6,59,31,3.1,7.2,135.0,11.9,112.5,5.0,,,,
2017-07-12,1011.4,1014.3,9.5,2.0,1.0,16.9,19.4,14.8,92,70,2.5,5.0,67.5,8.8,45.0,0.0,,,,
2017-07-13,1006.8,1009.7,3.5,2.5,1.0,19.3,24.6,15.2,81,56,2.7,5.0,157.5,7.8,157.5,3.6,,,,
2017-07-14,1004.8,1007.6,,,,21.3,26.0,17.4,74,53,3.0,6.3,180.0,11.0,135.0,7.2,,,,
2017-07-15,1003.7,1006.5,0.0,0.0,0.0,22.4,29.0,17.5,70,41,2.9,6.9,45.0,13.3,45.0,9.7,,,,
2017-07-16,1009.4,1012.2,,,,22.3,27.7,17.9,60,42,2.9,5.3,135.0,8.9,112.5,12.2,,,,
2017-07-17,1009.0,1011.8,11.5,3.0,2.0,19.5,22.5,17.7,85,69,2.7,4.5,22.5,9.4,67.5,0.0,,,,
2017-07-18,1006.0,1008.8,1.0,1.0,1.0,22.6,30.5,17.3,63,26,3.5,6.7,315.0,11.2,315.0,11.0,,,,
2017-07-19,1010.1,1012.9,,,,22.7,28.0,16.5,75,59,3.3,6.3,135.0,10.0,157.5,11.2,,,,
2017-07-20,1003.3,1006.1,45.5,9.5,4.0,22.4,24.4,19.8,90,72,5.0,10.6,180.0,20.5,135.0,0.0,,,,
2017-07-21,1003.6,1006.4,,,,24.0,27.9,20.0,63,40,3.1,6.5,315.0,13.0,315.0,4.6,,,,
2017-07-22,1004.9,1007.7,,,,24.6,30.2,19.1,69,44,3.2,5.9,157.5,9.8,180.0,12.1,,,,
2017-07-23,1003.7,1006.5,0.0,0.0,0.0,24.6,29.0,21.9,75,55,3.2,5.6,135.0,8.9,202.5,7.2,,,,
2017-07-24,998.4,1001.2,10.0,4.5,1.5,22.3,23.9,21.5,95,80,1.9,5.1,202.5,8.6,202.5,0.0,,,,
2017-07-25,1003.8,1006.6,0.5,0.5,0.5,23.1,25.9,20.3,82,62,2.7,5.2,157.5,7.6,157.5,2.1,,,,
2017-07-26,1008.9,1011.7,1.0,1.0,0.5,23.2,25.6,21.3,87,73,2.4,6.1,157.5,8.5,157.5,0.0,,,,
2017-07-27,1010.6,1013.4,3.0,1.0,0.5,22.4,25.0,20.2,94,80,1.6,3.7,135.0,5.2,157.5,0.0,,,,
2017-07-28,1011.4,1014.2,,,,24.6,29.1,19.9,80,58,2.6,5.4,180.0,9.1,202.5,3.7,,,,
2017-07-29,1008.6,1011.4,2.0,1.0,0.5,23.8,25.7,22.1,89,80,2.9,5.1,202.5,8.7,202.5,0.1,,,,
