,glp_hPa,slp_hPa,precip-accum_mm,precip-hourmax_mm,precip-10minmax_mm,temp_C,temp-max_C,temp-min_C,rh_percent,rh-min_percent,wspd_ms,wspd-max_ms,wdir-max_deg,wspd-max-inst_ms,wdir-max-inst_deg,sunlit_h,snowfall-accum_cm,snowdepth-accum_cm,WeaCon-day6-18_x,WeaCon-night18-n6_x
1982-07-31,1004.6,1008.8,,,,19.4,23.4,16.5,66,49,4.2,6.4,22.5,11.1,90.0,8.7,,,,
1982-08-01,1007.8,1012.0,,,,19.0,22.1,16.6,69,52,3.4,5.4,67.5,8.8,90.0,1.9,,,,
1982-08-02,1008.9,1013.1,,,,20.4,24.7,16.1,66,48,3.6,5.7,45.0,9.2,67.5,9.3,,,,
1982-08-03,1009.3,1013.5,0.0,0.0,0.0,19.3,21.0,17.2,81,66,3.5,5.9,0.0,9.5,0.0,1.0,,,,
1982-08-04,1010.5,1014.6,,,,23.2,27.4,18.6,68,47,2.6,5.7,180.0,9.4,180.0,10.1,,,,
1982-08-05,1009.0,1013.1,,,,23.1,25.8,20.7,74,58,4.1,8.0,180.0,12.3,180.0,2.5,,,,
1982-08-06,1003.0,1007.1,33.5,9.0,2.5,21.0,22.8,19.4,89,81,3.8,6.3,0.0,10.6,337.5,,,,,
1982-08-07,1004.2,1008.3,0.5,0.5,0.5,22.8,26.5,18.4,73,57,2.2,5.6,135.0,8.9,157.5,7.8,,,,
1982-08-08,1007.8,1011.9,0.0,0.0,0.0,23.4,26.3,21.0,68,51,2.1,6.7,180.0,9.3,180.0,2.8,,,,
1982-08-09,1006.8,1010.9,,,,24.7,28.6,21.0,72,57,2.5,6.6,180.0,9.3,180.0,7.7,,,,
1982-08-10,1003.4,1007.5,0.0,0.0,0.0,25.1,29.0,21.6,70,63,4.6,9.0,225.0,17.8,225.0,9.3,,,,
1982-08-11,996.7,1000.7,1.0,0.5,0.5,27.5,31.2,22.9,68,37,3.8,7.8,202.5,15.7,202.5,5.8,,,,
1982-08-12,1000.7,1004.8,,,,25.5,27.6,23.2,58,44,3.0,6.4,180.0,10.1,180.0,,,,,
1982-08-13,1001.0,1005.1,0.0,0.0,0.0,24.5,27.7,21.9,63,46,2.8,5.7,180.0,9.2,157.5,3.0,,,,
1982-08-14,1003.9,1008.0,7.0,3.0,0.5,21.5,25.3,19.6,75,54,3.6,7.9,45.0,13.7,45.0,4.4,,,,
1982-08-15,1007.7,1011.9,1.0,1.0,0.5,21.1,23.7,19.4,73,58,2.7,5.0,180.0,8.2,180.0,0.7,,,,
1982-08-16,1003.7,1007.8,24.0,5.0,1.5,21.2,22.3,19.7,91,83,2.2,8.1,0.0,11.5,0.0,,,,,
1982-08-17,1005.0,1009.0,,,,25.1,28.5,20.5,77,59,0.8,3.3,180.0,5.0,180.0,1.4,,,,
1982-08-18,1006.7,1010.8,14.0,6.0,2.0,23.5,25.1,22.0,88,73,1.8,3.9,337.5,6.1,0.0,,,,,
1982-08-19,1004.1,1008.2,1.0,1.5,0.5,24.3,27.6,21.8,81,64,2.5,4.9,337.5,7.7,180.0,0.5,,,,
1982-08-20,1001.9,1006.0,2.0,1.0,1.0,22.8,24.8,21.4,85,71,2.6,4.6,22.5,6.8,0.0,,,,,
1982-08-21,1003.4,1007.4,2.0,1.5,1.0,24.1,28.4,21.0,69,54,2.7,5.0,157.5,8.8,157.5,6.6,,,,
1982-08-22,1007.0,1011.1,,,,24.2,28.0,20.9,74,53,2.9,7.3,180.0,11.7,157.5,6.6,,,,
1982-08-23,1007.6,1011.7,0.0,0.0,0.0,24.6,27.8,21.9,72,55,2.8,5.6,157.5,8.4,157.5,4.9,,,,
1982-08-24,1007.1,1011.3,25.0,7.0,2.0,21.7,23.0,20.6,90,86,2.4,4.8,0.0,6.6,0.0,,,,,
1982-08-25,1006.7,1010.9,27.5,5.0,1.0,21.8,23.1,21.0,92,84,3.5,5.1,0.0,8.8,22.5,,,,,
1982-08-26,1009.2,1013.4,0.0,0.0,0.0,22.1,24.2,20.5,82,74,3.6,5.6,67.5,9.2,90.0,,,,,
1982-08-27,1010.9,1015.0,0.0,0.0,0.0,23.7,27.7,20.2,76,60,2.5,5.1,45.0,7.4,45.0,2.8,,,,
1982-08-28,1009.5,1013.5,0.0,0.0,0.0,24.9,28.0,22.5,79,64,2.1,4.7,112.5,7.8,112.5,,,,,
1982-08-29,1007.8,1011.9,1.5,0.5,0.5,24.6,26.7,22.5,86,77,1.3,2.9,247.5,4.5,247.5,,,,,
1982-08-30,1006.7,1010.7,0.0,0.5,0.0,26.0,30.1,23.3,79,58,2.1,5.5,135.0,11.0,90.0,4.5,,,,
