,glp_hPa,slp_hPa,precip-accum_mm,precip-hourmax_mm,precip-10minmax_mm,temp_C,temp-max_C,temp-min_C,rh_percent,rh-min_percent,wspd_ms,wspd-max_ms,wdir-max_deg,wspd-max-inst_ms,wdir-max-inst_deg,sunlit_h,snowfall-accum_cm,snowdepth-accum_cm,WeaCon-day6-18_x,WeaCon-night18-n6_x
1993-12-31,1009.8,1014.0,,,,15.2,19.8,10.5,64.0,39,4.5,10.0,225.0,22.5,225.0,0.2,,,,
1994-01-01,1013.5,1017.8,,,,13.6,16.0,11.3,53.0,42,2.5,7.8,0.0,11.8,0.0,4.7,,,,
1994-01-02,1001.5,1005.7,0.0,0.0,0.0,14.4,21.1,8.8,62.0,45,2.9,7.2,225.0,13.8,225.0,7.1,,,,
1994-01-03,1004.4,1008.7,0.0,0.0,0.0,12.0,14.1,9.4,66.0,48,3.6,6.5,67.5,11.0,67.5,0.6,,,,
1994-01-04,,,,,,,13.2,6.8,,26,-999.0,5.2,45.0,8.9,45.0,4.7,,,,
1994-01-05,1018.7,1023.2,4.0,1.5,0.5,6.1,7.8,4.8,73.0,50,3.4,5.6,337.5,8.3,337.5,,,,,
1994-01-06,1020.5,1024.9,,,,7.9,11.6,4.3,62.0,45,2.8,5.2,337.5,8.5,0.0,8.5,,,,
1994-01-07,1020.9,1025.4,16.5,3.5,1.0,6.4,7.2,5.5,81.0,65,3.5,5.4,337.5,8.4,337.5,,,,,
1994-01-08,1018.4,1022.8,,,,9.5,14.5,4.2,58.0,34,2.7,4.8,337.5,8.2,315.0,8.3,,,,
1994-01-09,1012.2,1016.6,17.0,6.5,1.5,8.4,11.3,6.5,62.0,49,3.2,6.5,337.5,11.0,337.5,2.0,,,,
1994-01-10,1001.0,1005.3,6.5,7.0,1.5,9.8,15.2,6.4,62.0,32,4.2,10.4,337.5,19.5,315.0,5.4,,,,
1994-01-11,1018.3,1022.7,,0.0,,9.5,11.7,6.9,42.0,34,3.3,7.7,337.5,12.8,315.0,4.9,,,,
1994-01-12,1017.0,1021.3,0.0,0.0,0.0,10.2,16.0,5.6,52.0,39,2.1,4.1,0.0,7.0,337.5,7.8,,,,
1994-01-13,1012.7,1017.1,5.0,1.5,0.5,8.9,10.7,7.4,73.0,43,2.9,6.2,45.0,11.0,67.5,,,,,
1994-01-14,1020.6,1025.1,0.0,0.0,0.0,6.2,8.9,3.9,38.0,27,5.5,7.5,337.5,13.7,337.5,2.6,,,,
1994-01-15,1023.8,1028.3,2.0,1.5,0.5,5.4,7.9,2.4,46.0,32,3.8,8.3,337.5,16.2,337.5,7.8,,,,
1994-01-16,1010.1,1014.5,1.0,1.0,0.5,6.5,13.5,2.6,53.0,31,4.4,8.8,337.5,18.2,337.5,7.9,,,,
1994-01-17,1017.4,1021.8,,,,6.4,10.3,3.6,34.0,23,3.8,7.6,337.5,16.8,337.5,8.5,,,,
1994-01-18,1022.2,1026.7,0.0,0.0,0.0,5.5,7.0,3.1,50.0,41,2.9,5.0,0.0,8.4,337.5,0.5,,,,
1994-01-19,1021.4,1025.9,11.0,2.5,0.5,5.8,7.6,4.6,70.0,50,4.4,7.5,337.5,14.0,337.5,,,,,
1994-01-20,1006.6,1010.9,0.0,0.0,0.0,9.6,14.6,5.5,76.0,56,2.7,5.9,337.5,10.9,337.5,1.2,,,,
1994-01-21,1001.0,1005.4,0.0,0.0,0.0,6.9,10.7,4.3,38.0,20,5.1,8.8,225.0,17.4,225.0,9.0,,,,
1994-01-22,1007.2,1011.6,0.0,0.0,0.0,4.3,7.8,1.7,40.0,23,2.7,7.3,337.5,11.7,337.5,8.9,0.0,,,
1994-01-23,1014.6,1019.0,,,,7.8,13.5,0.7,45.0,28,2.5,5.1,315.0,8.3,337.5,7.9,,,,
1994-01-24,1017.5,1021.9,,,,8.2,12.6,5.3,58.0,37,2.3,4.1,337.5,6.6,315.0,5.5,,,,
1994-01-25,1014.8,1019.2,1.0,1.0,0.5,8.9,13.8,4.9,62.0,40,2.5,5.7,225.0,11.8,202.5,7.9,,,,
1994-01-26,1004.6,1009.0,0.5,0.5,0.5,10.4,15.3,6.3,54.0,26,4.0,7.5,337.5,13.7,337.5,8.3,,,,
1994-01-27,1011.5,1015.9,,,,7.6,11.2,4.5,44.0,32,5.5,10.3,337.5,20.1,337.5,8.8,,,,
1994-01-28,1021.7,1026.1,,,,7.4,11.3,4.9,38.0,29,5.0,9.0,315.0,15.9,315.0,8.7,,,,
1994-01-29,1020.5,1025.0,,,,6.2,9.7,2.3,51.0,42,2.0,4.2,337.5,7.4,337.5,3.5,,,,
1994-01-30,1001.2,1005.6,0.5,0.5,0.5,9.7,16.4,4.8,57.0,41,4.9,10.6,337.5,22.0,337.5,2.0,,,,
