month,maxTemp,minTemp,meanTemp,rainfall
1,6.9,-10.1,,0.5
2,9.0,-6.8,,0.7
3,12.1,-3.0,,2.0
4,15.6,0.9,,5.2
5,19.3,5.0,,26.6
6,22.7,9.3,,72.3
7,22.1,10.1,,119.4
8,21.1,9.4,,122.6
9,19.7,7.5,,58.3
10,16.3,1.3,,10.2
11,11.2,-4.9,,1.7
12,7.7,-9.0,,1.0
