,Precipitation,Temperature
January,112.2,25.0
February,128.3,23.6
March,147.6,21.8
April,136.6,18.3
May,63.5,15.0
June,36.7,12.2
July,30.8,11.4
August,38.4,13.3
September,54.0,15.5
October,131.1,18.6
November,123.6,21.5
December,152.0,23.8
