month,maxTemp,minTemp,meanTemp,rainfall
1,9.1,4.2,,138.4
2,9.4,4.2,,115.8
3,11.0,5.1,,97.5
4,12.5,5.8,,81.8
5,15.6,8.5,,72.6
6,18.1,10.8,,56.4
7,20.4,12.8,,50.9
8,20.6,13.0,,60.4
9,18.7,11.4,,89.2
10,15.3,9.3,,119.1
11,11.9,6.5,,121.0
12,10.0,5.2,,141.6
