month,maxTemp,minTemp,meanTemp,rainfall
1,8.0,-0.1,,74.2
2,9.5,1.2,,77.5
3,14.8,4.5,,101.6
4,20.8,10.4,,83.8
5,26.3,16.1,,107.2
6,31.6,21.5,,94.2
7,33.4,23.9,,86.6
8,32.2,22.8,,93.7
9,28.1,18.5,,95.5
10,21.9,12.3,,83.8
11,15.8,6.4,,90.2
12,9.8,1.6,,89.4
