month,maxTemp,minTemp,meanTemp,rainfall
1,-0.2,-8.0,,61.2
2,1.2,-7.4,,49.5
3,6.0,-3.4,,63.5
4,13.3,2.6,,69.3
5,19.8,7.9,,72.9
6,24.8,13.3,,84.8
7,27.2,15.9,,84.6
8,26.2,15.3,,88.1
9,22.0,11.1,,85.9
10,15.3,5.3,,69.1
11,8.9,0.6,,74.7
12,2.5,-4.7,,66.8
