month,maxTemp,minTemp,meanTemp,rainfall
1,2.5,-9.8,,11.7
2,3.7,-8.8,,15.0
3,8.8,-4.9,,27.4
4,13.9,-0.7,,47.5
5,19.3,4.4,,80.0
6,24.8,9.3,,64.8
7,30.3,13.1,,45.7
8,29.8,12.6,,33.0
9,23.6,6.9,,34.3
10,15.3,0.8,,38.1
11,7.4,-5.3,,16.5
12,1.6,-10.3,,16.3
