month,maxTemp,minTemp,meanTemp,rainfall
1,-5.7,-11.8,,42.0
2,-4.5,-10.9,,33.0
3,0.8,-5.4,,37.0
4,11.6,2.8,,42.0
5,19.4,9.1,,52.0
6,22.5,12.4,,72.0
7,23.7,13.9,,76.0
8,23.1,12.9,,55.0
9,17.3,8.2,,51.0
10,9.7,2.6,,43.0
11,2.0,-2.8,,52.0
12,-2.6,-7.7,,55.0
