month,maxTemp,minTemp,meanTemp,rainfall
1,-5.6,-12.2,-9.2,29.0
2,-4.7,-12.0,-8.2,22.0
3,0.4,-7.3,-3.3,29.0
4,8.4,-0.1,3.7,33.0
5,17.0,6.7,11.6,37.0
6,20.8,10.3,15.7,62.0
7,22.3,12.3,17.3,71.0
8,20.5,10.7,15.5,71.0
9,14.7,6.5,10.3,60.0
10,8.2,2.1,5.0,51.0
11,1.2,-3.2,-0.8,49.0
12,-3.3,-9.2,-5.9,36.0
