,Precipitation,Temperature
January,50.4,-8.8
February,43.2,-8.6
March,40.6,-4.1
April,35.1,1.7
May,55.9,8.2
June,77.0,13.3
July,90.4,16.1
August,74.6,13.9
September,68.2,8.7
October,67.5,2.4
November,65.4,-2.6
December,61.9,-6.1
