,Precipitation,Temperature
January,46.2,-5.9
February,36.3,-6.3
March,33.1,-2.3
April,30.2,3.8
May,43.0,10.4
June,66.2,15.0
July,71.1,17.8
August,66.5,15.9
September,52.5,10.7
October,65.3,4.8
November,56.4,0.3
December,50.0,-3.2
