,Precipitation,Temperature
January,47.9,-6.1
February,35.2,-6.5
March,33.1,-3.0
April,32.2,2.7
May,44.0,8.8
June,64.7,13.3
July,79.6,16.0
August,73.7,14.1
September,65.1,9.1
October,68.1,3.6
November,57.8,-0.6
December,55.1,-3.9
