,Precipitation,Temperature
January,26.1,-13.3
February,24.5,-12.6
March,20.5,-7.8
April,21.9,-1.9
May,29.8,4.2
June,56.3,9.8
July,73.2,13.4
August,59.1,11.1
September,37.6,6.4
October,37.5,-0.4
November,26.7,-7.2
December,27.8,-10.6
