month,maxTemp,minTemp,meanTemp,rainfall
1,2.2,-9.9,,21.1
2,3.9,-8.7,,19.8
3,8.8,-4.9,,35.1
4,13.8,-1.1,,58.4
5,18.6,3.3,,80.8
6,23.2,7.1,,79.0
7,28.6,10.4,,37.1
8,28.3,9.6,,36.3
9,22.4,5.0,,35.6
10,15.2,-0.1,,43.7
11,6.3,-5.8,,30.2
12,1.2,-10.7,,23.6
