month,maxTemp,minTemp,meanTemp,rainfall
1,8.6,-2.1,,77.2
2,10.7,-0.8,,70.1
3,15.6,2.8,,102.6
4,21.3,7.8,,83.1
5,25.5,12.8,,96.0
6,30.1,18.1,,99.8
7,32.1,20.5,,114.6
8,30.9,19.7,,118.4
9,27.3,15.6,,104.9
10,21.7,9.1,,75.7
11,16.3,4.1,,82.3
12,10.4,-0.3,,82.8
