month,maxTemp,minTemp,meanTemp,rainfall
1,-0.4,-7.5,,80.8
2,0.7,-7.1,,63.2
3,5.6,-3.3,,72.9
4,12.8,2.7,,76.5
5,19.2,8.6,,87.9
6,24.1,14.1,,93.0
7,26.6,16.8,,82.0
8,25.8,16.0,,82.8
9,21.7,11.9,,99.1
10,15.0,5.9,,89.4
11,8.7,1.1,,101.9
12,2.3,-4.4,,98.8
