month,maxTemp,minTemp,meanTemp,rainfall
1,13.6,1.9,,54.1
2,15.8,4.1,,67.6
3,20.1,8.3,,88.6
4,24.6,12.7,,78.0
5,28.7,17.9,,124.5
6,32.9,21.9,,96.3
7,35.3,23.9,,54.9
8,35.6,23.9,,48.5
9,31.3,19.7,,64.8
10,25.7,13.8,,107.2
11,19.4,7.9,,68.8
12,13.9,2.8,,64.8
