month,maxTemp,minTemp,meanTemp,rainfall
1,7.7,0.9,,199.1
2,9.6,0.4,,133.9
3,12.2,1.7,,134.4
4,14.9,3.2,,89.9
5,18.5,6.2,,59.2
6,21.4,8.7,,44.7
7,24.9,10.4,,16.0
8,25.4,10.3,,23.9
9,22.1,7.8,,43.4
10,15.7,4.7,,116.8
11,10.1,2.4,,219.2
12,6.8,0.3,,189.5
