month,maxTemp,minTemp,meanTemp,rainfall
1,20.0,7.6,,66.3
2,21.2,9.5,,80.0
3,23.2,12.0,,111.0
4,26.1,15.1,,58.7
5,29.0,18.8,,88.9
6,31.1,21.9,,166.1
7,32.4,22.9,,147.8
8,31.9,23.2,,182.6
9,30.4,22.6,,173.0
10,27.6,18.9,,104.6
11,24.2,13.8,,67.3
12,21.2,10.0,,69.3
