month,maxTemp,minTemp,meanTemp,rainfall
1,3.8,-6.6,,28.7
2,6.9,-4.5,,39.4
3,13.2,0.6,,66.0
4,18.8,6.3,,98.3
5,24.1,12.6,,138.4
6,28.9,17.4,,153.7
7,31.7,19.8,,109.5
8,31.4,19.3,,92.5
9,26.5,13.4,,118.9
10,19.4,7.6,,90.2
11,12.1,0.8,,61.0
12,4.9,-5.2,,41.1
