month,maxTemp,minTemp,meanTemp,rainfall
1,4.3,-1.1,,391.2
2,4.9,-0.7,,267.5
3,6.5,-0.1,,276.6
4,9.7,1.9,,238.3
5,13.3,5.2,,208.3
6,16.0,8.5,,167.6
7,17.8,10.8,,166.9
8,17.9,11.0,,249.2
9,14.7,8.1,,350.3
10,10.4,4.4,,488.2
11,6.2,0.9,,422.4
12,4.3,-0.6,,361.4
