month,maxTemp,minTemp,meanTemp,rainfall
1,3.7,-5.2,,30.7
2,7.5,-3.5,,24.4
3,13.7,-0.2,,32.0
4,18.1,2.5,,27.4
5,22.9,6.7,,32.8
6,28.1,10.8,,17.3
7,33.3,13.9,,6.6
8,32.6,12.8,,5.8
9,26.6,7.7,,12.2
10,19.1,2.5,,19.1
11,10.0,-1.8,,32.3
12,4.0,-5.7,,37.3
