month,maxTemp,minTemp,meanTemp,rainfall
1,27.5,14.0,,121.2
2,26.8,13.5,,69.9
3,25.2,11.2,,101.0
4,22.3,7.3,,58.9
5,19.4,2.5,,21.3
6,16.5,-0.9,,13.4
7,16.8,-1.5,,5.4
8,19.3,1.6,,20.2
9,22.8,5.9,,21.9
10,24.1,9.3,,74.9
11,25.4,11.2,,87.9
12,26.8,12.9,,92.5
