,Precipitation,Temperature
January,67.5,-4.4
February,58.6,-2.7
March,59.6,2.6
April,88.7,8.9
May,106.8,15.1
June,102.7,20.4
July,95.9,22.4
August,102.0,21.5
September,88.6,17.6
October,94.4,11.1
November,70.5,4.3
December,61.0,-1.3
