,Precipitation,Temperature
January,15.4,-3.4
February,18.9,-1.3
March,35.2,4.8
April,64.0,10.5
May,119.4,16.6
June,101.9,22.6
July,89.1,25.0
August,81.4,23.7
September,50.7,19.2
October,50.6,11.7
November,28.0,4.2
December,21.4,-1.7
