,Precipitation,Temperature
January,74.2,-2.3
February,62.1,-1.0
March,82.1,3.8
April,98.0,10.4
May,104.9,16.3
June,112.4,21.0
July,105.1,23.3
August,91.8,22.4
September,89.0,18.5
October,84.7,12.1
November,78.3,5.8
December,73.5,0.6
