,Precipitation,Temperature
January,75.3,-2.4
February,58.8,-1.1
March,79.6,3.7
April,91.9,10.2
May,98.1,16.0
June,97.7,20.8
July,117.7,23.2
August,105.9,22.2
September,120.9,18.1
October,93.9,11.6
November,82.4,5.5
December,83.2,0.4
