,Precipitation,Temperature
January,12.6,-14.3
February,13.0,-11.9
March,23.2,-4.2
April,30.7,4.8
May,71.2,12.3
June,95.7,18.1
July,89.4,20.5
August,71.3,19.5
September,57.5,14.4
October,47.9,6.2
November,23.4,-2.9
December,16.7,-10.7
