,Precipitation,Temperature
January,96.8,8.2
February,88.2,9.6
March,100.8,13.0
April,78.1,17.6
May,115.4,21.7
June,144.1,25.6
July,174.3,27.5
August,207.3,26.7
September,220.7,24.1
October,118.5,18.8
November,90.3,13.4
December,93.7,9.8
