,Precipitation,Temperature
January,64.9,-6.8
February,49.4,-5.6
March,70.8,-0.2
April,78.8,7.0
May,85.2,13.6
June,94.5,18.3
July,108.2,20.9
August,88.4,19.9
September,83.8,15.4
October,93.6,8.9
November,76.6,2.9
December,76.4,-3.0
