,Precipitation,Temperature
January,61.5,-3.0
February,53.7,-2.4
March,60.9,2.1
April,88.2,8.2
May,85.8,14.4
June,77.5,19.7
July,69.7,22.2
August,78.7,21.5
September,82.9,17.5
October,96.5,11.0
November,74.2,5.0
December,61.3,-0.1
