,Precipitation,Temperature
January,81.8,-3.0
February,64.1,-1.6
March,84.8,3.2
April,108.4,9.8
May,106.3,15.7
June,121.7,20.6
July,98.1,22.5
August,91.5,21.7
September,85.4,18.0
October,80.3,11.6
November,80.0,5.3
December,76.8,-0.1
