,Precipitation,Temperature
January,14.7,-8.9
February,19.0,-6.4
March,29.2,0.5
April,64.1,7.6
May,79.9,14.4
June,98.7,20.2
July,71.8,23.1
August,65.9,21.8
September,61.6,17.0
October,49.5,8.8
November,20.9,0.6
December,16.8,-6.3
