,Precipitation,Temperature
January,37.5,-3.3
February,37.2,-1.3
March,47.8,4.2
April,90.7,10.4
May,103.9,16.4
June,102.0,22.0
July,90.3,24.6
August,101.4,23.6
September,70.3,19.7
October,88.3,12.7
November,59.7,5.6
December,45.5,-0.4
