,Precipitation,Temperature
January,1.0,-22.4
February,1.3,-17.9
March,2.7,-8.5
April,5.5,1.8
May,18.9,9.6
June,39.1,15.9
July,67.2,18.3
August,57.3,15.8
September,20.0,8.9
October,6.2,-0.7
November,3.5,-12.5
December,1.7,-20.3
