,Precipitation,Temperature
January,1.8,-21.8
February,2.3,-16.6
March,4.8,-7.4
April,8.7,2.8
May,19.2,10.5
June,58.9,16.4
July,98.9,18.6
August,70.6,16.3
September,36.8,9.6
October,11.1,0.2
November,4.9,-11.7
December,2.7,-19.6
