,Precipitation,Temperature
January,49.4,-1.6
February,48.0,-0.9
March,82.1,2.6
April,85.4,8.7
May,106.5,14.5
June,109.4,18.8
July,197.5,22.4
August,185.4,23.5
September,151.7,19.3
October,108.7,12.6
November,85.6,6.2
December,70.2,0.8
