,Precipitation,Temperature
January,120.2,-2.3
February,87.4,-1.9
March,68.1,1.2
April,59.3,6.5
May,65.9,11.5
June,60.7,15.4
July,94.5,19.5
August,130.1,21.2
September,149.8,18.1
October,128.0,12.1
November,148.2,5.6
December,138.5,-0.3
