,Precipitation,Temperature
January,180.9,2.5
February,115.8,3.1
March,112.0,6.2
April,97.2,11.3
May,94.4,16.7
June,121.1,20.9
July,222.3,24.9
August,163.4,26.5
September,151.9,22.5
October,157.7,16.7
November,203.5,10.5
December,225.9,5.3
