,Precipitation,Temperature
January,40.4,-4.8
February,24.8,-4.3
March,55.9,-0.4
April,79.4,4.0
May,115.7,8.6
June,114.2,12.2
July,120.3,16.1
August,142.3,18.2
September,153.0,16.5
October,112.7,11.0
November,64.7,4.7
December,56.6,-1.9
