,Precipitation,Temperature
January,32.4,-12.1
February,26.0,-11.3
March,29.4,-4.6
April,28.3,4.0
May,44.9,12.3
June,63.0,16.7
July,66.3,18.8
August,62.5,16.2
September,48.3,10.6
October,52.3,3.7
November,41.0,-4.4
December,35.0,-10.2
