,Precipitation,Temperature
January,20.1,-27.9
February,14.8,-23.4
March,15.6,-12.7
April,25.9,-2.1
May,36.8,6.5
June,53.1,15.4
July,47.6,18.1
August,50.5,14.2
September,46.0,5.7
October,41.9,-3.5
November,32.8,-18.6
December,24.3,-27.3
