,Precipitation,Temperature
January,29.0,-19.1
February,24.7,-16.7
March,29.9,-7.8
April,30.1,0.0
May,42.7,8.3
June,60.5,15.4
July,71.5,18.2
August,84.0,14.5
September,55.8,8.2
October,46.4,0.7
November,38.3,-10.4
December,33.8,-16.6
