,Precipitation,Temperature
January,17.8,-15.6
February,13.8,-15.4
March,20.7,-10.9
April,23.9,-4.1
May,40.1,2.2
June,52.1,8.0
July,66.2,12.1
August,101.9,12.2
September,84.5,7.8
October,74.7,-0.7
November,61.2,-9.5
December,26.7,-14.4
