,Precipitation,Temperature
January,10.5,-16.4
February,11.2,-16.1
March,13.5,-11.3
April,13.3,-4.3
May,18.6,2.1
June,37.6,7.4
July,50.5,10.9
August,72.8,11.4
September,61.6,8.0
October,64.5,1.7
November,52.8,-6.5
December,27.3,-13.7
