month,maxTemp,minTemp,meanTemp,rainfall
1,25.6,10.3,,6.8
2,28.2,12.4,,15.1
3,31.3,15.6,,24.2
4,33.4,19.4,,45.9
5,33.6,22.2,,187.1
6,31.6,24.0,,436.0
7,30.5,24.0,,521.8
8,31.0,23.8,,421.2
9,31.3,23.0,,349.4
10,31.4,21.1,,181.1
11,29.0,16.2,,32.3
12,26.0,11.7,,11.9
