,Precipitation,Temperature
January,28.6,-6.0
February,34.7,-5.4
March,59.7,-1.6
April,90.1,3.1
May,111.4,7.7
June,102.4,11.2
July,70.8,13.6
August,54.6,13.7
September,58.7,10.4
October,60.8,6.5
November,37.8,0.5
December,25.9,-3.9
