,Precipitation,Temperature
January,17.8,-4.6
February,17.7,-3.8
March,26.1,0.0
April,39.2,5.2
May,54.8,9.7
June,57.6,14.3
July,45.4,17.0
August,33.8,17.6
September,28.0,14.0
October,29.2,8.7
November,18.6,2.7
December,15.1,-2.0
