month,maxTemp,minTemp,meanTemp,rainfall
1,8.6,1.3,,61.6
2,9.7,1.8,,56.5
3,12.1,3.5,,48.6
4,17.1,7.0,,39.6
5,22.3,11.3,,34.7
6,27.1,15.0,,29.5
7,30.2,17.6,,19.3
8,30.3,17.5,,13.0
9,26.3,14.1,,26.9
10,20.3,10.3,,50.5
11,14.8,6.6,,88.0
12,10.7,3.3,,85.0
