month,maxTemp,minTemp,meanTemp,rainfall
1,19.2,-25.0,,27.0
2,20.2,-23.2,,34.0
3,29.4,-19.2,,52.0
4,33.0,-7.5,,70.0
5,35.6,-4.0,,62.0
6,40.9,4.2,,33.0
7,42.8,9.9,,19.0
8,40.5,3.8,,14.0
9,37.9,0.1,,18.0
10,34.2,-11.2,,42.0
11,27.9,-23.3,,46.0
12,22.1,-27.1,,34.0
