,Precipitation,Temperature
January,38.1,-4.9
February,36.0,-4.4
March,37.5,0.3
April,37.7,7.8
May,65.4,13.8
June,76.1,17.4
July,88.6,19.3
August,62.6,18.2
September,52.1,12.7
October,58.1,6.5
November,46.8,0.8
December,42.7,-3.3
