,glp_hPa,slp_hPa,precip_mm,temp_C,dewtemp_C,vapor-pres_hPa,rh_percent,wspd_ms,wdir_deg,sunlit_h,rad-global_MJm-2,snowfall_cm,snowdepth_cm,weather_typ,cloudcover_x,visibility_km
2014-11-07 01:00:00,1006.3,1009.6,0.0,13.6,12.0,14.0,90,1.4,22.5,,,,,,,
2014-11-07 02:00:00,1007.0,1010.3,,13.2,12.3,14.3,94,0.8,157.5,,,,,,,
2014-11-07 03:00:00,1007.4,1010.7,,11.7,11.4,13.5,98,1.5,202.5,,,,,,,
2014-11-07 04:00:00,1008.3,1011.6,,10.6,10.3,12.5,98,1.3,180.0,,,,,,,
2014-11-07 05:00:00,1009.3,1012.6,,9.7,9.4,11.8,98,1.5,225.0,,,,,,,
2014-11-07 06:00:00,1010.6,1013.9,,9.2,8.9,11.4,98,1.3,225.0,,0.0,,,,,
2014-11-07 07:00:00,1012.1,1015.4,,10.3,10.0,12.3,98,0.9,112.5,0.7,0.16,,,,,
2014-11-07 08:00:00,1013.3,1016.6,,13.7,10.5,12.7,81,1.1,337.5,1.0,0.74,,,,,
2014-11-07 09:00:00,1013.7,1016.9,,17.5,6.7,9.8,49,1.8,315.0,1.0,1.28,,,,1.0,20.0
2014-11-07 10:00:00,1013.9,1017.1,,18.6,6.8,9.9,46,2.2,315.0,1.0,1.75,,,,,
2014-11-07 11:00:00,1014.3,1017.5,,19.2,5.3,8.9,40,3.5,315.0,1.0,2.02,,,,,
2014-11-07 12:00:00,1014.8,1018.0,,20.1,3.4,7.8,33,5.4,315.0,1.0,2.1,,,,,
2014-11-07 13:00:00,1014.5,1017.7,,20.1,4.2,8.2,35,4.1,315.0,1.0,2.14,,,,,
2014-11-07 14:00:00,1014.7,1017.9,,19.8,2.7,7.4,32,4.7,315.0,1.0,1.67,,,,,
2014-11-07 15:00:00,1015.7,1018.9,,19.0,1.5,6.8,31,3.4,315.0,0.7,1.02,,,,,
2014-11-07 16:00:00,1016.4,1019.6,,18.1,2.4,7.3,35,2.5,292.5,0.2,0.34,,,,,
2014-11-07 17:00:00,1017.6,1020.9,,17.2,6.7,9.8,50,3.6,67.5,0.0,0.02,,,,,
2014-11-07 18:00:00,1019.1,1022.4,,15.2,3.0,7.6,44,2.7,45.0,,0.0,,,,,
2014-11-07 19:00:00,1020.1,1023.4,,13.4,3.5,7.8,51,1.6,45.0,,,,,,,
2014-11-07 20:00:00,1021.0,1024.3,,13.5,1.5,6.8,44,2.7,45.0,,,,,,,
2014-11-07 21:00:00,1021.8,1025.1,,13.2,1.8,7.0,46,1.6,67.5,,,,,,,
2014-11-07 22:00:00,1022.1,1025.4,,12.1,2.8,7.5,53,1.9,45.0,,,,,,,
2014-11-07 23:00:00,1022.7,1026.0,,11.5,3.0,7.6,56,1.8,45.0,,,,,,,
2014-11-08 00:00:00,1023.0,1026.4,,8.6,5.0,8.7,78,0.8,22.5,,,,,,,
