,glp_hPa,slp_hPa,precip_mm,temp_C,dewtemp_C,vapor-pres_hPa,rh_percent,wspd_ms,wdir_deg,sunlit_h,rad-global_MJm-2,snowfall_cm,snowdepth_cm,weather_typ,cloudcover_x,visibility_km
2011-10-04 01:00:00,1019.0,1022.8,,12.3,6.6,9.7,68,1.4,45.0,,,,,,,
2011-10-04 02:00:00,1019.4,1023.2,,10.8,7.1,10.1,78,1.1,337.5,,,,,,,
2011-10-04 03:00:00,1019.5,1023.3,,10.0,7.6,10.4,85,1.9,315.0,,,,,,,
2011-10-04 04:00:00,1019.8,1023.6,,9.0,7.5,10.3,90,1.6,315.0,,,,,,,
2011-10-04 05:00:00,1020.2,1024.0,,8.3,6.8,9.9,90,1.9,315.0,,,,,,,
2011-10-04 06:00:00,1020.5,1024.3,,8.1,6.6,9.7,90,2.0,315.0,0.2,0.02,,,,,
2011-10-04 07:00:00,1020.9,1024.7,,11.7,6.6,9.8,71,1.9,337.5,1.0,0.46,,,,,
2011-10-04 08:00:00,1021.5,1025.2,,14.8,7.4,10.3,61,1.4,292.5,1.0,1.14,,,,,
2011-10-04 09:00:00,1021.6,1025.3,,16.8,6.3,9.6,50,1.4,337.5,1.0,1.79,,,,0.0,40.0
2011-10-04 10:00:00,1021.3,1025.0,,17.8,4.7,8.6,42,1.4,157.5,1.0,2.21,,,,,
2011-10-04 11:00:00,1020.8,1024.5,,19.2,6.0,9.3,42,2.2,157.5,1.0,2.62,,,,,
2011-10-04 12:00:00,1020.3,1024.0,,19.4,5.1,8.8,39,1.3,180.0,1.0,2.73,,,,,
2011-10-04 13:00:00,1019.2,1022.8,,20.6,8.3,10.9,45,2.8,112.5,1.0,2.6,,,,,
2011-10-04 14:00:00,1018.9,1022.5,,20.2,9.2,11.6,49,3.7,90.0,0.9,2.08,,,,,
2011-10-04 15:00:00,1019.0,1022.6,,20.2,8.5,11.1,47,3.1,135.0,0.8,1.32,,,,0.0,25.0
2011-10-04 16:00:00,1019.3,-999.0,,-999.0,-999.0,-999.0,-999,2.9,112.5,0.8,0.88,,,,,
2011-10-04 17:00:00,1019.7,-999.0,,-999.0,-999.0,-999.0,-999,2.9,90.0,0.1,0.17,,,,,
2011-10-04 18:00:00,1020.1,-999.0,,-999.0,-999.0,-999.0,-999,2.4,112.5,0.0,0.01,,,,,
2011-10-04 19:00:00,1020.5,-999.0,,-999.0,-999.0,-999.0,-999,1.9,112.5,,,,,,,
2011-10-04 20:00:00,1020.5,-999.0,,-999.0,-999.0,-999.0,-999,1.5,90.0,,,,,,,
2011-10-04 21:00:00,1020.7,-999.0,,-999.0,-999.0,-999.0,-999,2.2,45.0,,,,,,,
2011-10-04 22:00:00,1020.5,-999.0,0.0,-999.0,-999.0,-999.0,-999,2.1,45.0,,,,,,,
2011-10-04 23:00:00,1020.3,-999.0,,-999.0,-999.0,-999.0,-999,2.1,45.0,,,,,,,
2011-10-05 00:00:00,1019.8,-999.0,0.0,-999.0,-999.0,-999.0,-999,2.3,45.0,,,,,,,
